Gene name;Type;Animal_db;Cis_bp;Tf_class_id;GTRD_uniprot_id;Function;Specie
him-1;;unmatched;unmatched;unmatched;O01789;;Caenorhabditis elegans
sin-3;;unmatched;unmatched;unmatched;A5JYW9;;Caenorhabditis elegans
snpc-1.3;;unmatched;unmatched;unmatched;Q7JNN6;;Caenorhabditis elegans
mdt-15;;unmatched;unmatched;unmatched;Q21955;;Caenorhabditis elegans
imb-1;;unmatched;unmatched;unmatched;Q9BIB8;;Caenorhabditis elegans
capg-1;;unmatched;unmatched;unmatched;G5EFJ4;;Caenorhabditis elegans
hpl-2;;unmatched;unmatched;unmatched;G5EDE2;;Caenorhabditis elegans
oef-1;;unmatched;unmatched;unmatched;G4SGI5;;Caenorhabditis elegans
capg-2;;unmatched;unmatched;unmatched;Q20818;;Caenorhabditis elegans
CELE_T23F11.4;;unmatched;unmatched;unmatched;Q22696;;Caenorhabditis elegans
mel-28;;unmatched;unmatched;unmatched;Q18508;;Caenorhabditis elegans
mtl-2;;unmatched;unmatched;unmatched;P17512;;Caenorhabditis elegans
snpc-1.1;;unmatched;unmatched;unmatched;Q17694;;Caenorhabditis elegans
mix-1;;unmatched;unmatched;unmatched;Q09591;;Caenorhabditis elegans
C38D4.7;;unmatched;unmatched;unmatched;Q18512;;Caenorhabditis elegans
attf-5;;unmatched;unmatched;unmatched;Q22173;;Caenorhabditis elegans
lin-37;;unmatched;unmatched;unmatched;Q23482;;Caenorhabditis elegans
CELE_M03D4.4;;WBGene00019751;T131634_2.00;unmatched;Q21494;;Caenorhabditis elegans
ztf-4;;unmatched;unmatched;unmatched;Q9TZI2;;Caenorhabditis elegans
lin-52;;unmatched;unmatched;unmatched;Q10120;;Caenorhabditis elegans
C16C10.3;;unmatched;unmatched;unmatched;Q09249;;Caenorhabditis elegans
CELE_R02D3.7;;unmatched;unmatched;unmatched;O44505;;Caenorhabditis elegans
pqm-1;;unmatched;unmatched;unmatched;G5EFY7;;Caenorhabditis elegans
CELE_F57A8.1;;unmatched;unmatched;unmatched;G5EDE0;;Caenorhabditis elegans
sdz-38;;unmatched;unmatched;unmatched;Q09620;;Caenorhabditis elegans
mes-4;;unmatched;unmatched;unmatched;Q9NH52;;Caenorhabditis elegans
CELE_F22D6.2;;unmatched;unmatched;unmatched;Q19723;;Caenorhabditis elegans
;;;;;H3K4me3;;Caenorhabditis elegans
CELE_Y22D7AL.16;;unmatched;unmatched;unmatched;Q965P0;;Caenorhabditis elegans
lonp-1;;unmatched;unmatched;unmatched;O44952;;Caenorhabditis elegans
sdc-3;;unmatched;unmatched;unmatched;P34706;;Caenorhabditis elegans
row-1;;unmatched;unmatched;unmatched;Q8WQF4;;Caenorhabditis elegans
mep-1;;unmatched;unmatched;unmatched;Q21502;;Caenorhabditis elegans
set-9;;unmatched;unmatched;unmatched;O44498;;Caenorhabditis elegans
dpy-26;;unmatched;unmatched;unmatched;G5EGE9;;Caenorhabditis elegans
nmad-1;;unmatched;unmatched;unmatched;Q8MNT9;;Caenorhabditis elegans
tftc-5;;unmatched;unmatched;unmatched;Q22093;;Caenorhabditis elegans
attf-4;;unmatched;unmatched;unmatched;Q11178;;Caenorhabditis elegans
CELE_Y55F3AM.14;;WBGene00021931;T131642_2.00;unmatched;Q9N360;;Caenorhabditis elegans
CELE_Y5F2A.4;;WBGene00012385;T131602_2.00;unmatched;Q9XWL0;;Caenorhabditis elegans
CELE_F55B11.4;;unmatched;unmatched;unmatched;O17890;;Caenorhabditis elegans
CELE_T20F7.1;;WBGene00020630;T131636_2.00;unmatched;O02169;;Caenorhabditis elegans
lir-3;;unmatched;unmatched;unmatched;O17862;;Caenorhabditis elegans
cec-3;;unmatched;unmatched;unmatched;P45968;;Caenorhabditis elegans
snu-23;;unmatched;unmatched;unmatched;P34670;;Caenorhabditis elegans
npp-3;;unmatched;unmatched;unmatched;Q21436;;Caenorhabditis elegans
smc-4;;unmatched;unmatched;unmatched;Q20060;;Caenorhabditis elegans
snpc-3.4;;unmatched;unmatched;unmatched;Q22092;;Caenorhabditis elegans
hcp-6;;unmatched;unmatched;unmatched;Q95Y84;;Caenorhabditis elegans
CELE_ZK546.5;;WBGene00022762;unmatched;unmatched;Q23521;;Caenorhabditis elegans
chd-7;;unmatched;unmatched;unmatched;O61845;;Caenorhabditis elegans
ceh-82;;unmatched;unmatched;unmatched;O16748;;Caenorhabditis elegans
B0035.1;;unmatched;unmatched;unmatched;Q93156;;Caenorhabditis elegans
lsy-12;;unmatched;unmatched;unmatched;Q21789;;Caenorhabditis elegans
zip-4;;unmatched;unmatched;unmatched;H2L0N3;;Caenorhabditis elegans
C08B11.3;;WBGene00007433;T016932_2.00;unmatched;Q09441;;Caenorhabditis elegans
zim-3;;unmatched;unmatched;unmatched;O18065;;Caenorhabditis elegans
sax-3;;unmatched;unmatched;unmatched;G5EBF1;;Caenorhabditis elegans
ccch-3;;unmatched;unmatched;unmatched;Q23170;;Caenorhabditis elegans
repo-1;;unmatched;unmatched;unmatched;Q19335;;Caenorhabditis elegans
CELE_F10E7.11;;unmatched;unmatched;unmatched;Q19306;;Caenorhabditis elegans
mes-2;;unmatched;unmatched;unmatched;O17514;;Caenorhabditis elegans
CELE_K09A11.1;;WBGene00010704;T027897_2.00;unmatched;Q21374;;Caenorhabditis elegans
CELE_F16B12.6;;unmatched;unmatched;unmatched;Q93520;;Caenorhabditis elegans
CELE_F57C9.4;;WBGene00019011;T131631_2.00;unmatched;H2KYD3;;Caenorhabditis elegans
aly-1;;unmatched;unmatched;unmatched;Q17561;;Caenorhabditis elegans
tofu-5;;unmatched;unmatched;unmatched;Q23096;;Caenorhabditis elegans
CELE_F13C5.2;;unmatched;unmatched;unmatched;O76561;;Caenorhabditis elegans
set-26;;unmatched;unmatched;unmatched;Q9U263;;Caenorhabditis elegans
;;;;;A0A023T4K3;;Caenorhabditis elegans
prde-1;;unmatched;unmatched;unmatched;O17828;;Caenorhabditis elegans
lilli;TF;FBgn0041111;unmatched;unmatched;Q9VQI9;;Drosophila melanogaster
tna;TF;FBgn0026160;unmatched;unmatched;unmatched;;Drosophila melanogaster
Atf6;TF;FBgn0033010;T062079_2.00;unmatched;unmatched;;Drosophila melanogaster
tio;TF;FBgn0028979;unmatched;unmatched;M9PDE2;;Drosophila melanogaster
CG7372;TF;FBgn0036522;T114535_2.00;unmatched;unmatched;;Drosophila melanogaster
CG12054;TF;FBgn0039831;unmatched;unmatched;unmatched;;Drosophila melanogaster
CG7786;TF;FBgn0034096;T062081_2.00;unmatched;A1ZAC2;;Drosophila melanogaster
lab;TF;FBgn0002522;T217431_2.00;unmatched;P10105;;Drosophila melanogaster
CG13775;TF;FBgn0031874;T026343_2.00;unmatched;Q9VM61;;Drosophila melanogaster
CG42741;TF;FBgn0261705;T117220_2.00;unmatched;unmatched;;Drosophila melanogaster
dsf;TF;FBgn0015381;T305283_2.00;unmatched;Q9VML1;;Drosophila melanogaster
Eip75B;TF;FBgn0000568;T305269_2.00;unmatched;P13055;;Drosophila melanogaster
Dfd;TF;FBgn0000439;T217419_2.00;unmatched;P07548;;Drosophila melanogaster
E(spl)mdelta-HLH;TF;FBgn0002734;T038399_2.00;unmatched;Q01071;;Drosophila melanogaster
CG30195;TF;FBgn0050195;unmatched;unmatched;unmatched;;Drosophila melanogaster
CG14667;TF;FBgn0037317;T114541_2.00;unmatched;unmatched;;Drosophila melanogaster
Bap170;TF;FBgn0042085;T016899_2.00;unmatched;unmatched;;Drosophila melanogaster
CG13516;TF;FBgn0040658;unmatched;unmatched;unmatched;;Drosophila melanogaster
CG12299;TF;FBgn0032295;T114491_2.00;unmatched;Q9VKQ7;;Drosophila melanogaster
net;TF;FBgn0002931;T038402_2.00;unmatched;Q9VPI8;;Drosophila melanogaster
Myb;TF;FBgn0002914;T270567_2.00;unmatched;Q53YG3;;Drosophila melanogaster
pad;TF;FBgn0038418;T114566_2.00;unmatched;Q9VEW6;;Drosophila melanogaster
opa;TF;FBgn0003002;T114404_2.00;unmatched;P39768;;Drosophila melanogaster
CG32006;TF;FBgn0052006;T187410_2.00;unmatched;Q8IMA2;;Drosophila melanogaster
CG8944;TF;FBgn0030680;T076506_2.00;unmatched;Q9VXQ6;;Drosophila melanogaster
Rx;TF;FBgn0020617;T217479_2.00;unmatched;unmatched;;Drosophila melanogaster
salr;TF;FBgn0000287;T114391_2.00;unmatched;Q9VKH3;;Drosophila melanogaster
CG3032;TF;FBgn0029928;T114467_2.00;unmatched;unmatched;;Drosophila melanogaster
CG12769;TF;FBgn0033252;T114498_2.00;unmatched;unmatched;;Drosophila melanogaster
CG2129;TF;FBgn0030008;T114471_2.00;unmatched;unmatched;;Drosophila melanogaster
Jarid2;TF;FBgn0036004;T014860_2.00;unmatched;Q9VT00;;Drosophila melanogaster
CG14655;TF;FBgn0037275;T114540_2.00;unmatched;Q9VN56;;Drosophila melanogaster
Dref;TF;FBgn0015664;T026338_2.00;unmatched;Q94883;;Drosophila melanogaster
CG3407;TF;FBgn0031573;T114486_2.00;unmatched;Q9VQV3;;Drosophila melanogaster
srp;TF;FBgn0003507;T193201_2.00;unmatched;unmatched;;Drosophila melanogaster
BEAF-32;TF;FBgn0015602;T026337_2.00;unmatched;Q94513;;Drosophila melanogaster
CG8388;TF;FBgn0034062;T114507_2.00;unmatched;unmatched;;Drosophila melanogaster
psq;TF;FBgn0263102;T313746_2.00;unmatched;A1Z8A6;;Drosophila melanogaster
CG6765;TF;FBgn0035903;unmatched;unmatched;Q9VSL1;;Drosophila melanogaster
CG32280;TF;FBgn0052280;unmatched;unmatched;unmatched;;Drosophila melanogaster
Su(var)2-10;TF;FBgn0003612;unmatched;unmatched;Q7KNF5;;Drosophila melanogaster
Pdp1;TF;FBgn0016694;T062075_2.00;unmatched;Q24217;;Drosophila melanogaster
odd;TF;FBgn0002985;T114403_2.00;unmatched;P23803;;Drosophila melanogaster
Ets98B;TF;FBgn0005659;T177275_2.00;unmatched;unmatched;;Drosophila melanogaster
Oaz;TF;FBgn0284250;T117217_2.00;unmatched;unmatched;;Drosophila melanogaster
Mondo;TF;FBgn0032940;T038443_2.00;unmatched;Q9VID4;;Drosophila melanogaster
Dr;TF;FBgn0000492;T217420_2.00;unmatched;unmatched;;Drosophila melanogaster
jumu;TF;FBgn0015396;T187401_2.00;unmatched;Q9XTP7;;Drosophila melanogaster
CG4854;TF;FBgn0038766;T114574_2.00;unmatched;Q9VDQ5;;Drosophila melanogaster
gsb;TF;FBgn0001148;T237537_2.00;unmatched;unmatched;;Drosophila melanogaster
hkb;TF;FBgn0261434;T117214_2.00;unmatched;Q9VN10;;Drosophila melanogaster
CG7556;TF;FBgn0030990;unmatched;unmatched;Q9VWL4;;Drosophila melanogaster
CG1024;TF;FBgn0027514;unmatched;unmatched;unmatched;;Drosophila melanogaster
CG42726;TF;FBgn0261679;T117219_2.00;unmatched;unmatched;;Drosophila melanogaster
Ssb-c31a;TF;FBgn0015299;unmatched;unmatched;unmatched;;Drosophila melanogaster
CG2202;TF;FBgn0030240;T114476_2.00;unmatched;Q9VZ63;;Drosophila melanogaster
Atf3;TF;FBgn0028550;T062077_2.00;unmatched;Q9XZS8;;Drosophila melanogaster
gce;TF;FBgn0261703;T039052_2.00;unmatched;unmatched;;Drosophila melanogaster
Doc2;TF;FBgn0035956;T340632_2.00;unmatched;unmatched;;Drosophila melanogaster
CG2116;TF;FBgn0030003;T114469_2.00;unmatched;Q9W3J9;;Drosophila melanogaster
CG7386;TF;FBgn0035691;T114527_2.00;unmatched;unmatched;;Drosophila melanogaster
Lim3;TF;FBgn0002023;T217430_2.00;unmatched;unmatched;;Drosophila melanogaster
lbe;TF;FBgn0011278;T217449_2.00;unmatched;Q7KS77;;Drosophila melanogaster
Dad;TF;FBgn0020493;T325048_2.00;unmatched;Q5U110;;Drosophila melanogaster
CG16779;TF;FBgn0037698;T114550_2.00;unmatched;Q9VHD1;;Drosophila melanogaster
D19A;TF;FBgn0022935;T114447_2.00;unmatched;unmatched;;Drosophila melanogaster
sd;TF;FBgn0003345;T346700_2.00;unmatched;P30052;;Drosophila melanogaster
CG42565;TF;FBgn0260767;unmatched;unmatched;unmatched;;Drosophila melanogaster
CG10147;TF;FBgn0035702;T114528_2.00;unmatched;unmatched;;Drosophila melanogaster
C15;TF;FBgn0004863;T217444_2.00;unmatched;Q7KS72;;Drosophila melanogaster
Atf-2;TF;FBgn0265193;T062297_2.00;unmatched;Q2PE13;;Drosophila melanogaster
CG4707;TF;FBgn0035036;T114517_2.00;unmatched;Q9W137;;Drosophila melanogaster
tll;TF;FBgn0003720;T305274_2.00;unmatched;P18102;;Drosophila melanogaster
Camta;TF;FBgn0259234;T163171_2.00;unmatched;unmatched;;Drosophila melanogaster
CG18011;TF;FBgn0033491;T114501_2.00;unmatched;Q7K1V0;;Drosophila melanogaster
Zif;TF;FBgn0037446;T114542_2.00;unmatched;unmatched;;Drosophila melanogaster
CG12605;TF;FBgn0035481;T114522_2.00;unmatched;unmatched;;Drosophila melanogaster
CG13559;TF;FBgn0034870;unmatched;unmatched;unmatched;;Drosophila melanogaster
chn;TF;FBgn0015371;T114439_2.00;unmatched;Q7YU81;;Drosophila melanogaster
Myc;TF;FBgn0262656;T039054_2.00;unmatched;Q9W4S7;;Drosophila melanogaster
repo;TF;FBgn0011701;T217450_2.00;unmatched;Q7KSE4;;Drosophila melanogaster
ap;TF;FBgn0267978;T217415_2.00;unmatched;unmatched;;Drosophila melanogaster
CG13296;TF;FBgn0035687;T114525_2.00;unmatched;Q9VRV0;;Drosophila melanogaster
Bro;TF;FBgn0013755;unmatched;unmatched;unmatched;;Drosophila melanogaster
Sox21a;TF;FBgn0036411;T329516_2.00;unmatched;unmatched;;Drosophila melanogaster
mirr;TF;FBgn0014343;T217466_2.00;unmatched;Q9VU01;;Drosophila melanogaster
Optix;TF;FBgn0025360;T217491_2.00;unmatched;unmatched;;Drosophila melanogaster
tHMG2;TF;FBgn0038979;T329519_2.00;unmatched;unmatched;;Drosophila melanogaster
Hr78;TF;FBgn0015239;T305281_2.00;unmatched;Q24142;;Drosophila melanogaster
SoxN;TF;FBgn0029123;T329513_2.00;unmatched;unmatched;;Drosophila melanogaster
NK7.1;TF;FBgn0024321;T217484_2.00;unmatched;Q9VFK4;;Drosophila melanogaster
Vsx2;TF;FBgn0263512;T218416_2.00;unmatched;unmatched;;Drosophila melanogaster
mid;TF;FBgn0261963;T340723_2.00;unmatched;unmatched;;Drosophila melanogaster
CG8159;TF;FBgn0037619;T114546_2.00;unmatched;unmatched;;Drosophila melanogaster
foxo;TF;FBgn0038197;T187407_2.00;unmatched;Q95V55;;Drosophila melanogaster
Dll;TF;FBgn0000157;T217416_2.00;unmatched;P20009;;Drosophila melanogaster
ems;TF;FBgn0000576;T217422_2.00;unmatched;P18488;;Drosophila melanogaster
Sidpn;TF;FBgn0032741;T038442_2.00;unmatched;Q9VJ16;;Drosophila melanogaster
E2f1;TF;FBgn0011766;T173068_2.00;unmatched;unmatched;;Drosophila melanogaster
Cdc5;TF;FBgn0265574;T270637_2.00;unmatched;unmatched;;Drosophila melanogaster
lz;TF;FBgn0002576;T319521_2.00;unmatched;Q9W349;;Drosophila melanogaster
kn;TF;FBgn0001319;T174731_2.00;unmatched;P56721;;Drosophila melanogaster
nerfin-1;TF;FBgn0028999;T114462_2.00;unmatched;unmatched;;Drosophila melanogaster
hb;TF;FBgn0001180;T114395_2.00;unmatched;P05084;;Drosophila melanogaster
CG3281;TF;FBgn0260741;T117213_2.00;unmatched;Q9VGG0;;Drosophila melanogaster
Lmx1a;TF;FBgn0052105;T217521_2.00;unmatched;unmatched;;Drosophila melanogaster
Fer3;TF;FBgn0037937;T038446_2.00;unmatched;Q9VGJ5;;Drosophila melanogaster
Bap111;TF;FBgn0030093;T329514_2.00;unmatched;unmatched;;Drosophila melanogaster
Lim1;TF;FBgn0026411;T217495_2.00;unmatched;unmatched;;Drosophila melanogaster
sr;TF;FBgn0003499;T114409_2.00;unmatched;Q7JP26;;Drosophila melanogaster
cg;TF;FBgn0000289;T114392_2.00;unmatched;Q9NI49;;Drosophila melanogaster
CG6689;TF;FBgn0037877;T077039_2.00;unmatched;unmatched;;Drosophila melanogaster
Dif;TF;FBgn0011274;T317601_2.00;unmatched;unmatched;;Drosophila melanogaster
vvl;TF;FBgn0086680;T238720_2.00;unmatched;unmatched;;Drosophila melanogaster
CG32121;TF;FBgn0052121;T114608_2.00;unmatched;unmatched;;Drosophila melanogaster
Eip93F;TF;FBgn0264490;T313748_2.00;unmatched;Q9VD60;;Drosophila melanogaster
gcm;TF;FBgn0014179;T198076_2.00;unmatched;Q27403;;Drosophila melanogaster
ci;TF;FBgn0004859;T114419_2.00;unmatched;unmatched;;Drosophila melanogaster
Kr-h1;TF;FBgn0266450;T117233_2.00;unmatched;unmatched;;Drosophila melanogaster
Abd-B;TF;FBgn0000015;T217413_2.00;unmatched;P09087;;Drosophila melanogaster
H15;TF;FBgn0016660;T340627_2.00;unmatched;unmatched;;Drosophila melanogaster
CG18476;TF;FBgn0037931;T114562_2.00;unmatched;Q9VGK1;;Drosophila melanogaster
CG1602;TF;FBgn0033186;T076508_2.00;unmatched;Q8MSB3;;Drosophila melanogaster
ush;TF;FBgn0003963;T114415_2.00;unmatched;unmatched;;Drosophila melanogaster
Opbp;TF;FBgn0050443;T114602_2.00;unmatched;unmatched;;Drosophila melanogaster
CG11085;TF;FBgn0030408;T217499_2.00;unmatched;unmatched;;Drosophila melanogaster
egg;TF;FBgn0086908;T260522_2.00;unmatched;Q32KD2;;Drosophila melanogaster
prd;TF;FBgn0003145;T237538_2.00;unmatched;P06601;;Drosophila melanogaster
CG9876;TF;FBgn0034821;T217504_2.00;unmatched;Q9W1U7;;Drosophila melanogaster
lov;TF;FBgn0266129;T313751_2.00;unmatched;P14083;;Drosophila melanogaster
otp;TF;FBgn0015524;T217470_2.00;unmatched;unmatched;;Drosophila melanogaster
zen;TF;FBgn0004053;T217438_2.00;unmatched;P09089;;Drosophila melanogaster
CG10462;TF;FBgn0032815;T114496_2.00;unmatched;M9NEU8;;Drosophila melanogaster
CG4496;TF;FBgn0031894;T114489_2.00;unmatched;unmatched;;Drosophila melanogaster
drm;TF;FBgn0024244;T114448_2.00;unmatched;unmatched;;Drosophila melanogaster
Dsp1;TF;FBgn0278608;T329507_2.00;unmatched;Q24537;;Drosophila melanogaster
CG4936;TF;FBgn0038768;T114576_2.00;unmatched;unmatched;;Drosophila melanogaster
dimm;TF;FBgn0023091;T038426_2.00;unmatched;unmatched;;Drosophila melanogaster
fkh;TF;FBgn0000659;T187393_2.00;unmatched;P14734;;Drosophila melanogaster
CTCF;TF;FBgn0035769;T114529_2.00;unmatched;Q8TA44;;Drosophila melanogaster
ac;TF;FBgn0000022;T038386_2.00;unmatched;P10083;;Drosophila melanogaster
Spps;TF;FBgn0039169;T114580_2.00;unmatched;A0A0B4KHC8;;Drosophila melanogaster
Mnt;TF;FBgn0023215;T038428_2.00;unmatched;E1JJD1;;Drosophila melanogaster
h;TF;FBgn0001168;T038391_2.00;unmatched;P14003;;Drosophila melanogaster
CG13287;TF;FBgn0035643;T114524_2.00;unmatched;unmatched;;Drosophila melanogaster
tou;TF;FBgn0033636;T260516_2.00;unmatched;unmatched;;Drosophila melanogaster
cwo;TF;FBgn0259938;T039049_2.00;unmatched;Q9VGZ5;;Drosophila melanogaster
CG4820;TF;FBgn0037876;T114556_2.00;unmatched;A8JQX6;;Drosophila melanogaster
M1BP;TF;FBgn0037621;T114548_2.00;unmatched;Q9VHM3;;Drosophila melanogaster
mld;TF;FBgn0263490;T117227_2.00;unmatched;unmatched;;Drosophila melanogaster
Kr;TF;FBgn0001325;T114397_2.00;unmatched;P07247;;Drosophila melanogaster
CG1663;TF;FBgn0033449;T114499_2.00;unmatched;unmatched;;Drosophila melanogaster
E5;TF;FBgn0008646;T217446_2.00;unmatched;unmatched;;Drosophila melanogaster
CG14860;TF;FBgn0038273;T348787_2.00;unmatched;unmatched;;Drosophila melanogaster
HLH54F;TF;FBgn0022740;T038422_2.00;unmatched;Q0IGU7;;Drosophila melanogaster
gsb-n;TF;FBgn0001147;T237536_2.00;unmatched;P09083;;Drosophila melanogaster
CG17612;TF;FBgn0031597;T114487_2.00;unmatched;unmatched;;Drosophila melanogaster
CG11902;TF;FBgn0028647;T114458_2.00;unmatched;Q9VBR8;;Drosophila melanogaster
Kah;TF;FBgn0035144;T114519_2.00;unmatched;Q9W0P9;;Drosophila melanogaster
btd;TF;FBgn0000233;T114388_2.00;unmatched;unmatched;;Drosophila melanogaster
Blimp-1;TF;FBgn0035625;T114523_2.00;unmatched;Q9VRN4;;Drosophila melanogaster
fd102C;TF;FBgn0039937;T187408_2.00;unmatched;Q9V481;;Drosophila melanogaster
hth;TF;FBgn0001235;T217428_2.00;unmatched;O46339;;Drosophila melanogaster
Hey;TF;FBgn0027788;T038434_2.00;unmatched;Q7KM13;;Drosophila melanogaster
sens;TF;FBgn0002573;T114402_2.00;unmatched;Q9N658;;Drosophila melanogaster
CG10979;TF;FBgn0037379;unmatched;unmatched;unmatched;;Drosophila melanogaster
Irbp18;TF;FBgn0036126;T062082_2.00;unmatched;unmatched;;Drosophila melanogaster
CG5245;TF;FBgn0038047;T114563_2.00;unmatched;Q9VG72;;Drosophila melanogaster
jim;TF;FBgn0027339;T114456_2.00;unmatched;Q7KAH0;;Drosophila melanogaster
CG1965;TF;FBgn0037466;unmatched;unmatched;unmatched;;Drosophila melanogaster
Hsf;TF;FBgn0001222;T240538_2.00;unmatched;P22813;;Drosophila melanogaster
Rel;TF;FBgn0014018;T317602_2.00;unmatched;Q94527;;Drosophila melanogaster
vri;TF;FBgn0016076;T062074_2.00;unmatched;Q7KTN9;;Drosophila melanogaster
gem;TF;FBgn0050011;T199302_2.00;unmatched;unmatched;;Drosophila melanogaster
Nf-YB;TF;FBgn0032816;unmatched;unmatched;unmatched;;Drosophila melanogaster
wdn;TF;FBgn0005642;T114424_2.00;unmatched;unmatched;;Drosophila melanogaster
CrebA;TF;FBgn0004396;T062072_2.00;unmatched;P29747;;Drosophila melanogaster
Max;TF;FBgn0017578;T038420_2.00;unmatched;M9NDC9;;Drosophila melanogaster
CG9215;TF;FBgn0030659;T114480_2.00;unmatched;unmatched;;Drosophila melanogaster
Med;TF;FBgn0011655;T325047_2.00;unmatched;O62609;;Drosophila melanogaster
CG10959;TF;FBgn0030010;T114473_2.00;unmatched;unmatched;;Drosophila melanogaster
CG18265;TF;FBgn0036725;T114536_2.00;unmatched;unmatched;;Drosophila melanogaster
MBD-R2;TF;FBgn0038016;T261916_2.00;unmatched;unmatched;;Drosophila melanogaster
CG6769;TF;FBgn0030878;unmatched;unmatched;unmatched;;Drosophila melanogaster
zen2;TF;FBgn0004054;T217439_2.00;unmatched;unmatched;;Drosophila melanogaster
CG30273;TF;FBgn0050273;unmatched;unmatched;unmatched;;Drosophila melanogaster
Asciz;TF;FBgn0035407;T350332_2.00;unmatched;Q9VZU1;;Drosophila melanogaster
twi;TF;FBgn0003900;T038405_2.00;unmatched;P10627;;Drosophila melanogaster
byn;TF;FBgn0011723;T340626_2.00;unmatched;unmatched;;Drosophila melanogaster
CG4360;TF;FBgn0038787;T114577_2.00;unmatched;unmatched;;Drosophila melanogaster
CG6254;TF;FBgn0037794;T114555_2.00;unmatched;Q9VH18;;Drosophila melanogaster
hang;TF;FBgn0026575;T114455_2.00;unmatched;unmatched;;Drosophila melanogaster
CG12104;TF;FBgn0035238;T329515_2.00;unmatched;Q9W0D2;;Drosophila melanogaster
CG4282;TF;FBgn0034114;T114508_2.00;unmatched;Q8T092;;Drosophila melanogaster
CG13510;TF;FBgn0034758;unmatched;unmatched;unmatched;;Drosophila melanogaster
Scr;TF;FBgn0003339;T217434_2.00;unmatched;P09077;;Drosophila melanogaster
CG10543;TF;FBgn0034570;T114512_2.00;unmatched;Q86BG2;;Drosophila melanogaster
dar1;TF;FBgn0263239;T117225_2.00;unmatched;unmatched;;Drosophila melanogaster
Ptx1;TF;FBgn0020912;T217481_2.00;unmatched;unmatched;;Drosophila melanogaster
sob;TF;FBgn0004892;T114421_2.00;unmatched;unmatched;;Drosophila melanogaster
CG11456;TF;FBgn0037031;T114537_2.00;unmatched;unmatched;;Drosophila melanogaster
hbn;TF;FBgn0008636;T217445_2.00;unmatched;unmatched;;Drosophila melanogaster
fru;TF;FBgn0004652;T114417_2.00;unmatched;Q8IN81;;Drosophila melanogaster
eyg;TF;FBgn0000625;T237535_2.00;unmatched;Q9VTX7;;Drosophila melanogaster
CG4424;TF;FBgn0038765;T114573_2.00;unmatched;Q9VDQ6;;Drosophila melanogaster
fd3F;TF;FBgn0264954;T187607_2.00;unmatched;unmatched;;Drosophila melanogaster
